City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
225,Nanortalik,GL,2022-12-20 19:33:16,60.1432,-45.2371,19.18,61,1,5.57
226,Ostersund,SE,2022-12-20 19:33:16,63.1792,14.6357,25.25,100,20,1.14
227,Awbari,LY,2022-12-20 19:34:17,26.5921,12.7805,60.89,50,100,11.95
228,Yumen,CN,2022-12-20 19:34:17,40.2833,97.2,20.52,54,0,19.8
229,Labuhan,ID,2022-12-20 19:34:18,-6.8844,112.2051,78.03,84,100,6.33
230,Tucuma,BR,2022-12-20 19:34:19,-0.1833,-50.05,82.58,72,100,9.48
231,Bure,ET,2022-12-20 19:34:19,10.7,37.0667,62.74,52,93,2.66
232,Poum,NC,2022-12-20 19:34:20,-20.2333,164.0167,77.77,80,58,12.59
233,Paamiut,GL,2022-12-20 19:34:20,61.994,-49.6678,12.94,58,0,8.46
234,Camanducaia,BR,2022-12-20 19:34:21,-22.7553,-46.1447,67.15,95,94,2.95
235,Amalapuram,IN,2022-12-20 19:34:22,16.5833,82.0167,69.3,77,100,4.25
236,Ola,RU,2022-12-20 19:34:22,59.5833,151.2833,28.31,88,100,19.98
237,Biak,ID,2022-12-20 19:34:23,-0.9131,122.8766,76.91,80,100,1.68
238,Kushva,RU,2022-12-20 19:34:23,58.2906,59.7592,3.13,88,45,9.93
239,Ahuimanu,US,2022-12-20 19:34:24,21.4447,-157.8378,76.6,67,40,14.97
240,Alta Floresta,BR,2022-12-20 19:34:24,-9.8756,-56.0861,76.8,92,96,4.43
241,High Prairie,CA,2022-12-20 19:34:25,55.4334,-116.4858,-17.39,94,99,3.15
242,Olafsvik,IS,2022-12-20 19:34:25,64.8945,-23.7142,30.78,69,97,42.88
243,Byron Bay,AU,2022-12-20 19:34:25,-28.65,153.6167,61.72,81,90,9.75
244,Khorramshahr,IR,2022-12-20 19:34:26,30.4397,48.1664,58.96,63,63,0.0
245,Waw,SS,2022-12-20 19:34:26,7.7029,27.9953,80.69,29,70,4.7
246,Mar Del Plata,AR,2022-12-20 19:34:27,-38.0023,-57.5575,80.83,81,20,24.16
247,Zuwarah,LY,2022-12-20 19:34:28,32.9312,12.082,62.94,66,81,7.4
248,Kungurtug,RU,2022-12-20 19:34:28,50.5994,97.5228,3.33,99,100,1.43
249,Billings,US,2022-12-20 19:32:46,45.7833,-108.5007,-0.71,73,100,9.22
250,Mykolayivka,UA,2022-12-20 19:34:29,47.5414,30.7561,33.12,76,100,12.71
251,Douala,CM,2022-12-20 19:34:29,4.0483,9.7043,79.5,78,100,4.43
252,Airai,TL,2022-12-20 19:34:30,-8.9266,125.4092,58.21,95,100,1.45
253,Lashio,MM,2022-12-20 19:34:30,22.9333,97.75,52.66,95,52,1.61
254,Munger,IN,2022-12-20 19:34:31,25.3833,86.4667,58.55,51,5,4.38
255,Narasannapeta,IN,2022-12-20 19:34:31,18.4167,84.05,64.98,76,6,5.55
256,La Ciotat,FR,2022-12-20 19:34:32,43.1748,5.6045,60.69,88,100,15.75
257,Codajas,BR,2022-12-20 19:34:32,-3.8367,-62.0569,86.5,63,96,1.99
258,Moctezuma,MX,2022-12-20 19:34:33,29.8,-109.6667,67.44,20,89,2.84
259,Vostok,RU,2022-12-20 19:34:33,46.4856,135.8833,-16.44,93,51,5.01
260,Kodiak,US,2022-12-20 19:34:34,57.79,-152.4072,26.11,74,100,11.5
261,Yanino,RU,2022-12-20 19:34:34,59.9355,30.6153,14.58,85,99,7.38
262,Ilheus,BR,2022-12-20 19:34:35,-14.7889,-39.0494,84.02,74,0,6.91
263,Berdigestyakh,RU,2022-12-20 19:34:35,62.0989,126.6992,-39.62,100,99,2.37
264,Shurob,TJ,2022-12-20 19:34:36,40.0491,70.5489,32.72,61,4,1.95
265,Bonthe,SL,2022-12-20 19:34:37,7.5264,-12.505,80.55,76,100,5.82
266,Pisco,PE,2022-12-20 19:34:37,-13.7,-76.2167,72.01,83,94,10.36
267,Shumskiy,RU,2022-12-20 19:34:38,54.8318,99.1328,7.16,88,100,4.56
268,Porbandar,IN,2022-12-20 19:34:38,21.6422,69.6093,74.08,43,12,6.98
269,Touros,BR,2022-12-20 19:34:38,-5.1989,-35.4608,80.78,71,0,14.23
270,Middelburg,ZA,2022-12-20 19:34:39,-25.7751,29.4648,63.54,75,3,3.58
271,Hami,CN,2022-12-20 19:34:39,42.8,93.45,23.76,47,0,5.79
272,Ustikolina,BA,2022-12-20 19:34:40,43.5836,18.79,31.57,62,15,3.24
273,Vila Do Maio,CV,2022-12-20 19:34:40,15.1333,-23.2167,77.79,79,0,18.41
274,Cairns,AU,2022-12-20 19:34:41,-16.9167,145.7667,76.95,87,40,11.5
275,Coihaique,CL,2022-12-20 19:33:10,-45.5752,-72.0662,67.95,42,75,8.05
276,Opuwo,NA,2022-12-20 19:35:42,-18.0607,13.84,72.81,30,1,8.41
277,Yopal,CO,2022-12-20 19:31:37,5.3378,-72.3959,88.95,39,100,7.07
278,Sibolga,ID,2022-12-20 19:35:42,1.7427,98.7792,77.47,80,100,1.34
279,Mangrol,IN,2022-12-20 19:35:43,21.1167,70.1167,72.95,36,1,11.3
280,Iqaluit,CA,2022-12-20 19:35:43,63.7506,-68.5145,2.7,84,40,18.41
